month_of_delay,datetime,hbt,hbtqf,age_group,age_group_qf,reason_for_delay,reason_for_delay_qf,number_of_delayed_bed_days,average_daily_number_of_delayed_beds
202002,2020-02-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202002,2020-02-01,S08000028,NA,18-74,NA,All Delay Reasons,d,103,4
202002,2020-02-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,32,1
202002,2020-02-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,71,2
202002,2020-02-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202002,2020-02-01,S08000028,NA,75plus,NA,All Delay Reasons,d,283,10
202002,2020-02-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,64,2
202002,2020-02-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,219,8
202002,2020-02-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202002,2020-02-01,S08000029,NA,18plus,d,All Delay Reasons,d,3449,119
202002,2020-02-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,1161,40
202002,2020-02-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,2234,77
202002,2020-02-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,54,2
202002,2020-02-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1427,49
202002,2020-02-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,587,20
202002,2020-02-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,815,28
202002,2020-02-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,25,1
202002,2020-02-01,S08000029,NA,75plus,NA,All Delay Reasons,d,2022,70
202002,2020-02-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,574,20
202002,2020-02-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1419,49
202002,2020-02-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,29,1
202002,2020-02-01,S08000030,NA,18plus,d,All Delay Reasons,d,2643,91
202002,2020-02-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,597,21
202002,2020-02-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,1996,69
202002,2020-02-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,50,2
202002,2020-02-01,S08000030,NA,18-74,NA,All Delay Reasons,d,1042,36
202002,2020-02-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,357,12
202002,2020-02-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,685,24
202002,2020-02-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202002,2020-02-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1601,55
202002,2020-02-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,240,8
202002,2020-02-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,1311,45
202002,2020-02-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,50,2
202002,2020-02-01,S08000031,NA,18plus,d,All Delay Reasons,d,8319,287
202002,2020-02-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,2190,76
202002,2020-02-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,5789,200
202002,2020-02-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,340,12
202002,2020-02-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3302,114
202002,2020-02-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1103,38
202002,2020-02-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,2014,69
202002,2020-02-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,185,6
202002,2020-02-01,S08000031,NA,75plus,NA,All Delay Reasons,d,5017,173
202002,2020-02-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,1087,37
202002,2020-02-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,3775,130
202002,2020-02-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,155,5
202002,2020-02-01,S08000032,NA,18plus,d,All Delay Reasons,d,6811,235
202002,2020-02-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,1043,36
202002,2020-02-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,5612,194
202002,2020-02-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,156,5
202002,2020-02-01,S08000032,NA,18-74,NA,All Delay Reasons,d,2067,71
202002,2020-02-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,531,18
202002,2020-02-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,1507,52
202002,2020-02-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,29,1
202002,2020-02-01,S08000032,NA,75plus,NA,All Delay Reasons,d,4744,164
202002,2020-02-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,512,18
202002,2020-02-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,4105,142
202002,2020-02-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,127,4
202002,2020-02-01,S92000003,d,18plus,d,All Delay Reasons,d,46875,1616
202002,2020-02-01,S92000003,d,18plus,d,Code 9 Reasons,NA,9293,320
202002,2020-02-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,36455,1257
202002,2020-02-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1127,39
202002,2020-02-01,S92000003,d,18-74,NA,All Delay Reasons,d,15210,524
202002,2020-02-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4068,140
202002,2020-02-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,10810,373
202002,2020-02-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,332,11
202002,2020-02-01,S92000003,d,75plus,NA,All Delay Reasons,d,31665,1092
202002,2020-02-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,5225,180
202002,2020-02-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,25645,884
202002,2020-02-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,795,27
202003,2020-03-01,S08000015,NA,18plus,d,All Delay Reasons,d,4385,141
202003,2020-03-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,1119,36
202003,2020-03-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,3220,104
202003,2020-03-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,46,1
202003,2020-03-01,S08000015,NA,18-74,NA,All Delay Reasons,d,1416,46
202003,2020-03-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,380,12
202003,2020-03-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,1005,32
202003,2020-03-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202003,2020-03-01,S08000015,NA,75plus,NA,All Delay Reasons,d,2969,96
202003,2020-03-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,739,24
202003,2020-03-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,2215,71
202003,2020-03-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,15,0
202003,2020-03-01,S08000016,NA,18plus,d,All Delay Reasons,d,1092,35
202003,2020-03-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,233,8
202003,2020-03-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,827,27
202003,2020-03-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,32,1
202003,2020-03-01,S08000016,NA,18-74,NA,All Delay Reasons,d,233,8
202003,2020-03-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,23,1
202003,2020-03-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,183,6
202003,2020-03-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,27,1
202003,2020-03-01,S08000016,NA,75plus,NA,All Delay Reasons,d,859,28
202003,2020-03-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,210,7
202003,2020-03-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,644,21
202003,2020-03-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,5,0
202003,2020-03-01,S08000017,NA,18plus,d,All Delay Reasons,d,1351,44
202003,2020-03-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,281,9
202003,2020-03-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,1070,35
202003,2020-03-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000017,NA,18-74,NA,All Delay Reasons,d,397,13
202003,2020-03-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,137,4
202003,2020-03-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,260,8
202003,2020-03-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000017,NA,75plus,NA,All Delay Reasons,d,954,31
202003,2020-03-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,144,5
202003,2020-03-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,810,26
202003,2020-03-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000019,NA,18plus,d,All Delay Reasons,d,2562,83
202003,2020-03-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,753,24
202003,2020-03-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,1769,57
202003,2020-03-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,40,1
202003,2020-03-01,S08000019,NA,18-74,NA,All Delay Reasons,d,889,29
202003,2020-03-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,350,11
202003,2020-03-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,539,17
202003,2020-03-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000019,NA,75plus,NA,All Delay Reasons,d,1673,54
202003,2020-03-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,403,13
202003,2020-03-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,1230,40
202003,2020-03-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,40,1
202003,2020-03-01,S08000020,NA,18plus,d,All Delay Reasons,d,3408,110
202003,2020-03-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,644,21
202003,2020-03-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,2722,88
202003,2020-03-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,42,1
202003,2020-03-01,S08000020,NA,18-74,NA,All Delay Reasons,d,1077,35
202003,2020-03-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,273,9
202003,2020-03-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,773,25
202003,2020-03-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202003,2020-03-01,S08000020,NA,75plus,NA,All Delay Reasons,d,2331,75
202003,2020-03-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,371,12
202003,2020-03-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,1949,63
202003,2020-03-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,11,0
202003,2020-03-01,S08000022,NA,18plus,d,All Delay Reasons,d,3871,125
202003,2020-03-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,1115,36
202003,2020-03-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,2702,87
202003,2020-03-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,54,2
202003,2020-03-01,S08000022,NA,18-74,NA,All Delay Reasons,d,1186,38
202003,2020-03-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,379,12
202003,2020-03-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,807,26
202003,2020-03-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000022,NA,75plus,NA,All Delay Reasons,d,2685,87
202003,2020-03-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,736,24
202003,2020-03-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,1895,61
202003,2020-03-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,54,2
202003,2020-03-01,S08000024,NA,18plus,d,All Delay Reasons,d,7278,235
202003,2020-03-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,791,26
202003,2020-03-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,6231,201
202003,2020-03-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,256,8
202003,2020-03-01,S08000024,NA,18-74,NA,All Delay Reasons,d,2230,72
202003,2020-03-01,S08000024,NA,18-74,NA,Code 9 Reasons,NA,124,4
202003,2020-03-01,S08000024,NA,18-74,NA,Health and Social Care Reasons,NA,2062,67
202003,2020-03-01,S08000024,NA,18-74,NA,Patient and Family Related Reasons,NA,44,1
202003,2020-03-01,S08000024,NA,75plus,NA,All Delay Reasons,d,5048,163
202003,2020-03-01,S08000024,NA,75plus,NA,Code 9 Reasons,NA,667,22
202003,2020-03-01,S08000024,NA,75plus,NA,Health and Social Care Reasons,NA,4169,134
202003,2020-03-01,S08000024,NA,75plus,NA,Patient and Family Related Reasons,NA,212,7
202003,2020-03-01,S08000025,NA,18plus,d,All Delay Reasons,d,103,3
202003,2020-03-01,S08000025,NA,18plus,d,Code 9 Reasons,NA,26,1
202003,2020-03-01,S08000025,NA,18plus,d,Health and Social Care Reasons,NA,77,2
202003,2020-03-01,S08000025,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000025,NA,18-74,NA,All Delay Reasons,d,0,0
202003,2020-03-01,S08000025,NA,18-74,NA,Code 9 Reasons,NA,0,0
202003,2020-03-01,S08000025,NA,18-74,NA,Health and Social Care Reasons,NA,0,0
202003,2020-03-01,S08000025,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000025,NA,75plus,NA,All Delay Reasons,d,103,3
202003,2020-03-01,S08000025,NA,75plus,NA,Code 9 Reasons,NA,26,1
202003,2020-03-01,S08000025,NA,75plus,NA,Health and Social Care Reasons,NA,77,2
202003,2020-03-01,S08000025,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,18plus,d,All Delay Reasons,d,87,3
202003,2020-03-01,S08000026,NA,18plus,d,Code 9 Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,18plus,d,Health and Social Care Reasons,NA,87,3
202003,2020-03-01,S08000026,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,18-74,NA,All Delay Reasons,d,21,1
202003,2020-03-01,S08000026,NA,18-74,NA,Code 9 Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,18-74,NA,Health and Social Care Reasons,NA,21,1
202003,2020-03-01,S08000026,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,75plus,NA,All Delay Reasons,d,66,2
202003,2020-03-01,S08000026,NA,75plus,NA,Code 9 Reasons,NA,0,0
202003,2020-03-01,S08000026,NA,75plus,NA,Health and Social Care Reasons,NA,66,2
202003,2020-03-01,S08000026,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000028,NA,18plus,d,All Delay Reasons,d,331,11
202003,2020-03-01,S08000028,NA,18plus,d,Code 9 Reasons,NA,116,4
202003,2020-03-01,S08000028,NA,18plus,d,Health and Social Care Reasons,NA,215,7
202003,2020-03-01,S08000028,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000028,NA,18-74,NA,All Delay Reasons,d,148,5
202003,2020-03-01,S08000028,NA,18-74,NA,Code 9 Reasons,NA,69,2
202003,2020-03-01,S08000028,NA,18-74,NA,Health and Social Care Reasons,NA,79,3
202003,2020-03-01,S08000028,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000028,NA,75plus,NA,All Delay Reasons,d,183,6
202003,2020-03-01,S08000028,NA,75plus,NA,Code 9 Reasons,NA,47,2
202003,2020-03-01,S08000028,NA,75plus,NA,Health and Social Care Reasons,NA,136,4
202003,2020-03-01,S08000028,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202003,2020-03-01,S08000029,NA,18plus,d,All Delay Reasons,d,3816,123
202003,2020-03-01,S08000029,NA,18plus,d,Code 9 Reasons,NA,1299,42
202003,2020-03-01,S08000029,NA,18plus,d,Health and Social Care Reasons,NA,2455,79
202003,2020-03-01,S08000029,NA,18plus,d,Patient and Family Related Reasons,NA,62,2
202003,2020-03-01,S08000029,NA,18-74,NA,All Delay Reasons,d,1455,47
202003,2020-03-01,S08000029,NA,18-74,NA,Code 9 Reasons,NA,660,21
202003,2020-03-01,S08000029,NA,18-74,NA,Health and Social Care Reasons,NA,764,25
202003,2020-03-01,S08000029,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202003,2020-03-01,S08000029,NA,75plus,NA,All Delay Reasons,d,2361,76
202003,2020-03-01,S08000029,NA,75plus,NA,Code 9 Reasons,NA,639,21
202003,2020-03-01,S08000029,NA,75plus,NA,Health and Social Care Reasons,NA,1691,55
202003,2020-03-01,S08000029,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202003,2020-03-01,S08000030,NA,18plus,d,All Delay Reasons,d,2031,66
202003,2020-03-01,S08000030,NA,18plus,d,Code 9 Reasons,NA,625,20
202003,2020-03-01,S08000030,NA,18plus,d,Health and Social Care Reasons,NA,1265,41
202003,2020-03-01,S08000030,NA,18plus,d,Patient and Family Related Reasons,NA,141,5
202003,2020-03-01,S08000030,NA,18-74,NA,All Delay Reasons,d,819,26
202003,2020-03-01,S08000030,NA,18-74,NA,Code 9 Reasons,NA,308,10
202003,2020-03-01,S08000030,NA,18-74,NA,Health and Social Care Reasons,NA,480,15
202003,2020-03-01,S08000030,NA,18-74,NA,Patient and Family Related Reasons,NA,31,1
202003,2020-03-01,S08000030,NA,75plus,NA,All Delay Reasons,d,1212,39
202003,2020-03-01,S08000030,NA,75plus,NA,Code 9 Reasons,NA,317,10
202003,2020-03-01,S08000030,NA,75plus,NA,Health and Social Care Reasons,NA,785,25
202003,2020-03-01,S08000030,NA,75plus,NA,Patient and Family Related Reasons,NA,110,4
202003,2020-03-01,S08000031,NA,18plus,d,All Delay Reasons,d,7945,256
202003,2020-03-01,S08000031,NA,18plus,d,Code 9 Reasons,NA,2608,84
202003,2020-03-01,S08000031,NA,18plus,d,Health and Social Care Reasons,NA,4949,160
202003,2020-03-01,S08000031,NA,18plus,d,Patient and Family Related Reasons,NA,388,13
202003,2020-03-01,S08000031,NA,18-74,NA,All Delay Reasons,d,3433,111
202003,2020-03-01,S08000031,NA,18-74,NA,Code 9 Reasons,NA,1211,39
202003,2020-03-01,S08000031,NA,18-74,NA,Health and Social Care Reasons,NA,2036,66
202003,2020-03-01,S08000031,NA,18-74,NA,Patient and Family Related Reasons,NA,186,6
202003,2020-03-01,S08000031,NA,75plus,NA,All Delay Reasons,d,4512,146
202003,2020-03-01,S08000031,NA,75plus,NA,Code 9 Reasons,NA,1397,45
202003,2020-03-01,S08000031,NA,75plus,NA,Health and Social Care Reasons,NA,2913,94
202003,2020-03-01,S08000031,NA,75plus,NA,Patient and Family Related Reasons,NA,202,7
202003,2020-03-01,S08000032,NA,18plus,d,All Delay Reasons,d,6749,218
202003,2020-03-01,S08000032,NA,18plus,d,Code 9 Reasons,NA,1124,36
202003,2020-03-01,S08000032,NA,18plus,d,Health and Social Care Reasons,NA,5487,177
202003,2020-03-01,S08000032,NA,18plus,d,Patient and Family Related Reasons,NA,138,4
202003,2020-03-01,S08000032,NA,18-74,NA,All Delay Reasons,d,2123,68
202003,2020-03-01,S08000032,NA,18-74,NA,Code 9 Reasons,NA,433,14
202003,2020-03-01,S08000032,NA,18-74,NA,Health and Social Care Reasons,NA,1642,53
202003,2020-03-01,S08000032,NA,18-74,NA,Patient and Family Related Reasons,NA,48,2
202003,2020-03-01,S08000032,NA,75plus,NA,All Delay Reasons,d,4626,149
202003,2020-03-01,S08000032,NA,75plus,NA,Code 9 Reasons,NA,691,22
202003,2020-03-01,S08000032,NA,75plus,NA,Health and Social Care Reasons,NA,3845,124
202003,2020-03-01,S08000032,NA,75plus,NA,Patient and Family Related Reasons,NA,90,3
202003,2020-03-01,S92000003,d,18plus,d,All Delay Reasons,d,45009,1452
202003,2020-03-01,S92000003,d,18plus,d,Code 9 Reasons,NA,10734,346
202003,2020-03-01,S92000003,d,18plus,d,Health and Social Care Reasons,NA,33076,1067
202003,2020-03-01,S92000003,d,18plus,d,Patient and Family Related Reasons,NA,1199,39
202003,2020-03-01,S92000003,d,18-74,NA,All Delay Reasons,d,15427,498
202003,2020-03-01,S92000003,d,18-74,NA,Code 9 Reasons,NA,4347,140
202003,2020-03-01,S92000003,d,18-74,NA,Health and Social Care Reasons,NA,10651,344
202003,2020-03-01,S92000003,d,18-74,NA,Patient and Family Related Reasons,NA,429,14
202003,2020-03-01,S92000003,d,75plus,NA,All Delay Reasons,d,29582,954
202003,2020-03-01,S92000003,d,75plus,NA,Code 9 Reasons,NA,6387,206
202003,2020-03-01,S92000003,d,75plus,NA,Health and Social Care Reasons,NA,22425,723
202003,2020-03-01,S92000003,d,75plus,NA,Patient and Family Related Reasons,NA,770,25
202004,2020-04-01,S08000015,NA,18plus,d,All Delay Reasons,d,1972,66
202004,2020-04-01,S08000015,NA,18plus,d,Code 9 Reasons,NA,629,21
202004,2020-04-01,S08000015,NA,18plus,d,Health and Social Care Reasons,NA,1282,43
202004,2020-04-01,S08000015,NA,18plus,d,Patient and Family Related Reasons,NA,61,2
202004,2020-04-01,S08000015,NA,18-74,NA,All Delay Reasons,d,666,22
202004,2020-04-01,S08000015,NA,18-74,NA,Code 9 Reasons,NA,247,8
202004,2020-04-01,S08000015,NA,18-74,NA,Health and Social Care Reasons,NA,389,13
202004,2020-04-01,S08000015,NA,18-74,NA,Patient and Family Related Reasons,NA,30,1
202004,2020-04-01,S08000015,NA,75plus,NA,All Delay Reasons,d,1306,44
202004,2020-04-01,S08000015,NA,75plus,NA,Code 9 Reasons,NA,382,13
202004,2020-04-01,S08000015,NA,75plus,NA,Health and Social Care Reasons,NA,893,30
202004,2020-04-01,S08000015,NA,75plus,NA,Patient and Family Related Reasons,NA,31,1
202004,2020-04-01,S08000016,NA,18plus,d,All Delay Reasons,d,566,19
202004,2020-04-01,S08000016,NA,18plus,d,Code 9 Reasons,NA,148,5
202004,2020-04-01,S08000016,NA,18plus,d,Health and Social Care Reasons,NA,388,13
202004,2020-04-01,S08000016,NA,18plus,d,Patient and Family Related Reasons,NA,30,1
202004,2020-04-01,S08000016,NA,18-74,NA,All Delay Reasons,d,132,4
202004,2020-04-01,S08000016,NA,18-74,NA,Code 9 Reasons,NA,14,0
202004,2020-04-01,S08000016,NA,18-74,NA,Health and Social Care Reasons,NA,118,4
202004,2020-04-01,S08000016,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000016,NA,75plus,NA,All Delay Reasons,d,434,14
202004,2020-04-01,S08000016,NA,75plus,NA,Code 9 Reasons,NA,134,4
202004,2020-04-01,S08000016,NA,75plus,NA,Health and Social Care Reasons,NA,270,9
202004,2020-04-01,S08000016,NA,75plus,NA,Patient and Family Related Reasons,NA,30,1
202004,2020-04-01,S08000017,NA,18plus,d,All Delay Reasons,d,264,9
202004,2020-04-01,S08000017,NA,18plus,d,Code 9 Reasons,NA,50,2
202004,2020-04-01,S08000017,NA,18plus,d,Health and Social Care Reasons,NA,214,7
202004,2020-04-01,S08000017,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000017,NA,18-74,NA,All Delay Reasons,d,162,5
202004,2020-04-01,S08000017,NA,18-74,NA,Code 9 Reasons,NA,38,1
202004,2020-04-01,S08000017,NA,18-74,NA,Health and Social Care Reasons,NA,124,4
202004,2020-04-01,S08000017,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000017,NA,75plus,NA,All Delay Reasons,d,102,3
202004,2020-04-01,S08000017,NA,75plus,NA,Code 9 Reasons,NA,12,0
202004,2020-04-01,S08000017,NA,75plus,NA,Health and Social Care Reasons,NA,90,3
202004,2020-04-01,S08000017,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000019,NA,18plus,d,All Delay Reasons,d,1169,39
202004,2020-04-01,S08000019,NA,18plus,d,Code 9 Reasons,NA,611,20
202004,2020-04-01,S08000019,NA,18plus,d,Health and Social Care Reasons,NA,533,18
202004,2020-04-01,S08000019,NA,18plus,d,Patient and Family Related Reasons,NA,25,1
202004,2020-04-01,S08000019,NA,18-74,NA,All Delay Reasons,d,464,15
202004,2020-04-01,S08000019,NA,18-74,NA,Code 9 Reasons,NA,298,10
202004,2020-04-01,S08000019,NA,18-74,NA,Health and Social Care Reasons,NA,166,6
202004,2020-04-01,S08000019,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000019,NA,75plus,NA,All Delay Reasons,d,705,24
202004,2020-04-01,S08000019,NA,75plus,NA,Code 9 Reasons,NA,313,10
202004,2020-04-01,S08000019,NA,75plus,NA,Health and Social Care Reasons,NA,367,12
202004,2020-04-01,S08000019,NA,75plus,NA,Patient and Family Related Reasons,NA,25,1
202004,2020-04-01,S08000020,NA,18plus,d,All Delay Reasons,d,876,29
202004,2020-04-01,S08000020,NA,18plus,d,Code 9 Reasons,NA,323,11
202004,2020-04-01,S08000020,NA,18plus,d,Health and Social Care Reasons,NA,553,18
202004,2020-04-01,S08000020,NA,18plus,d,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000020,NA,18-74,NA,All Delay Reasons,d,255,9
202004,2020-04-01,S08000020,NA,18-74,NA,Code 9 Reasons,NA,166,6
202004,2020-04-01,S08000020,NA,18-74,NA,Health and Social Care Reasons,NA,89,3
202004,2020-04-01,S08000020,NA,18-74,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000020,NA,75plus,NA,All Delay Reasons,d,621,21
202004,2020-04-01,S08000020,NA,75plus,NA,Code 9 Reasons,NA,157,5
202004,2020-04-01,S08000020,NA,75plus,NA,Health and Social Care Reasons,NA,464,15
202004,2020-04-01,S08000020,NA,75plus,NA,Patient and Family Related Reasons,NA,0,0
202004,2020-04-01,S08000022,NA,18plus,d,All Delay Reasons,d,1562,52
202004,2020-04-01,S08000022,NA,18plus,d,Code 9 Reasons,NA,570,19
202004,2020-04-01,S08000022,NA,18plus,d,Health and Social Care Reasons,NA,946,32
202004,2020-04-01,S08000022,NA,18plus,d,Patient and Family Related Reasons,NA,46,2
202004,2020-04-01,S08000022,NA,18-74,NA,All Delay Reasons,d,590,20
202004,2020-04-01,S08000022,NA,18-74,NA,Code 9 Reasons,NA,184,6
202004,2020-04-01,S08000022,NA,18-74,NA,Health and Social Care Reasons,NA,393,13
202004,2020-04-01,S08000022,NA,18-74,NA,Patient and Family Related Reasons,NA,13,0
202004,2020-04-01,S08000022,NA,75plus,NA,All Delay Reasons,d,972,32
202004,2020-04-01,S08000022,NA,75plus,NA,Code 9 Reasons,NA,386,13
202004,2020-04-01,S08000022,NA,75plus,NA,Health and Social Care Reasons,NA,553,18
202004,2020-04-01,S08000022,NA,75plus,NA,Patient and Family Related Reasons,NA,33,1
202004,2020-04-01,S08000024,NA,18plus,d,All Delay Reasons,d,2531,84
202004,2020-04-01,S08000024,NA,18plus,d,Code 9 Reasons,NA,543,18
202004,2020-04-01,S08000024,NA,18plus,d,Health and Social Care Reasons,NA,1889,63
202004,2020-04-01,S08000024,NA,18plus,d,Patient and Family Related Reasons,NA,99,3
202004,2020-04-01,S08000024,NA,18-74,NA,All Delay Reasons,d,1134,38
