quarter,season,quarter_year,quarters,quarter_qf,hb.x,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,available_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,id,location_name,postcode
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,14,NA,14,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2659,NA,2150,NA,29,NA,23,NA,81,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,31,NA,31,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,5,NA,5,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G107H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1,NA,1,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,12,NA,12,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2549,NA,2223,NA,28,NA,24,NA,87,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,92,NA,55,NA,1,NA,1,NA,60,NA,137,West Glasgow,G12 0YN
2020Q1,Spring,2020,Q1,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,4,NA,4,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2362,NA,1845,NA,26,NA,20,NA,78,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,26,NA,25,NA,0,NA,0,NA,96,NA,137,West Glasgow,G12 0YN
2020Q2,Summer,2020,Q2,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2122,NA,1200,NA,23,NA,13,NA,57,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q2,Summer,2020,Q2,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,5,NA,5,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,7,NA,7,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2554,NA,1518,NA,28,NA,16,NA,59,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,28,NA,26,NA,0,NA,0,NA,93,NA,137,West Glasgow,G12 0YN
2020Q4,Winter,2020,Q4,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G107H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,6,NA,6,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2562,NA,1958,NA,28,NA,21,NA,76,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,98,NA,25,NA,1,NA,0,NA,26,NA,137,West Glasgow,G12 0YN
2021Q1,Spring,2021,Q1,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,4,NA,4,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q1,Spring,2021,Q1,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2382,NA,1729,NA,26,NA,19,NA,73,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q1,Spring,2021,Q1,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,106,NA,11,NA,1,NA,0,NA,10,NA,137,West Glasgow,G12 0YN
2021Q2,Summer,2021,Q2,NA,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,9,NA,9,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G107H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1,NA,1,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,11,NA,11,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2443,NA,1804,NA,27,NA,20,NA,74,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,118,NA,27,NA,1,NA,0,NA,23,NA,137,West Glasgow,G12 0YN
2021Q3,Autumn,2021,Q3,p,S08000031,NA,C418H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,3,NA,3,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G107H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G306H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,3,NA,3,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G405H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2342,NA,1843,NA,25,NA,20,NA,79,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G516H,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,117,NA,23,NA,1,NA,0,NA,20,NA,137,West Glasgow,G12 0YN
2018Q1,Spring,2018,Q1,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,197,NA,73,NA,2,NA,1,NA,37,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q1,Spring,2018,Q1,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,727,NA,503,NA,8,NA,6,NA,69,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q1,Spring,2018,Q1,NA,S08000031,NA,G207H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,124,Stobhill Hospital,G21 3UW
2018Q1,Spring,2018,Q1,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,111,NA,111,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q2,Summer,2018,Q2,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,336,NA,77,NA,4,NA,1,NA,23,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q2,Summer,2018,Q2,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,724,NA,379,NA,8,NA,4,NA,52,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q2,Summer,2018,Q2,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,207,NA,207,NA,2,NA,2,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q2,Summer,2018,Q2,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,8,NA,8,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,C206H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,302,NA,82,NA,3,NA,1,NA,27,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,716,NA,355,NA,8,NA,4,NA,50,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,145,NA,145,NA,2,NA,2,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,7,NA,7,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2018Q4,Winter,2018,Q4,NA,S08000031,NA,C313H,NA,NA,z,Emergency Grouping,d,19,NA,19,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2018Q4,Winter,2018,Q4,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,221,NA,59,NA,2,NA,1,NA,27,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,743,NA,385,NA,8,NA,4,NA,52,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G306H,NA,NA,z,Emergency Grouping,d,4,NA,4,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,435,NA,435,NA,5,NA,5,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2019Q1,Spring,2019,Q1,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,299,NA,54,NA,3,NA,1,NA,18,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q1,Spring,2019,Q1,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,698,NA,321,NA,8,NA,4,NA,46,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q1,Spring,2019,Q1,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,246,NA,246,NA,3,NA,3,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q1,Spring,2019,Q1,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,17,NA,17,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2019Q2,Summer,2019,Q2,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,709,NA,64,NA,8,NA,1,NA,9,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q2,Summer,2019,Q2,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,717,NA,303,NA,8,NA,3,NA,42,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q2,Summer,2019,Q2,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,167,NA,167,NA,2,NA,2,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,C206H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,752,NA,120,NA,8,NA,1,NA,16,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,743,NA,336,NA,8,NA,4,NA,45,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,179,NA,179,NA,2,NA,2,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,9,NA,9,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,1442,NA,61,NA,16,NA,1,NA,4,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,760,NA,393,NA,8,NA,4,NA,52,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G306H,NA,NA,z,Emergency Grouping,d,2,NA,2,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,799,NA,799,NA,9,NA,9,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,100,NA,100,NA,1,NA,1,NA,100,NA,137,West Glasgow,G12 0YN
2020Q1,Spring,2020,Q1,NA,S08000031,NA,C206H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2020Q1,Spring,2020,Q1,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,285,NA,44,NA,3,NA,0,NA,15,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,752,NA,283,NA,8,NA,3,NA,38,NA,118,Glasgow Royal Infirmary,G4 0SF
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G306H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,213,NA,213,NA,2,NA,2,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q1,Spring,2020,Q1,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,209,NA,209,NA,2,NA,2,NA,100,NA,137,West Glasgow,G12 0YN
2020Q2,Summer,2020,Q2,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,419,NA,15,NA,5,NA,0,NA,4,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q2,Summer,2020,Q2,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,68,NA,5,NA,1,NA,0,NA,7,NA,118,Glasgow Royal Infirmary,G4 0SF
2020Q2,Summer,2020,Q2,NA,S08000031,NA,G306H,NA,NA,z,Emergency Grouping,d,11,NA,11,NA,0,NA,0,NA,100,NA,129,New Victoria Hospital,G42 9LF
2020Q2,Summer,2020,Q2,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,45,NA,45,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,347,NA,92,NA,4,NA,1,NA,27,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,175,NA,175,NA,2,NA,2,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,126,NA,126,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q3,Autumn,2020,Q3,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,7,NA,7,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2020Q4,Winter,2020,Q4,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,294,NA,81,NA,3,NA,1,NA,28,NA,114,Royal Alexandra Hospital,PA2 9PN
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,120,NA,120,NA,1,NA,1,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,98,NA,98,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2020Q4,Winter,2020,Q4,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,15,NA,15,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2021Q1,Spring,2021,Q1,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,178,NA,34,NA,2,NA,0,NA,19,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q1,Spring,2021,Q1,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,251,NA,251,NA,3,NA,3,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2021Q1,Spring,2021,Q1,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,70,NA,70,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q1,Spring,2021,Q1,NA,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,8,NA,8,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2021Q2,Summer,2021,Q2,NA,S08000031,NA,C206H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2021Q2,Summer,2021,Q2,NA,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,112,NA,35,NA,1,NA,0,NA,31,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,345,NA,345,NA,4,NA,4,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G207H,NA,NA,z,Emergency Grouping,d,49,NA,49,NA,1,NA,1,NA,100,NA,124,Stobhill Hospital,G21 3UW
2021Q2,Summer,2021,Q2,NA,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,108,NA,108,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,C206H,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2021Q3,Autumn,2021,Q3,p,S08000031,NA,C418H,NA,NA,z,Emergency Grouping,d,223,NA,72,NA,2,NA,1,NA,32,NA,114,Royal Alexandra Hospital,PA2 9PN
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G107H,NA,NA,z,Emergency Grouping,d,391,NA,391,NA,4,NA,4,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G207H,NA,NA,z,Emergency Grouping,d,2,NA,2,NA,0,NA,0,NA,100,NA,124,Stobhill Hospital,G21 3UW
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G405H,NA,NA,z,Emergency Grouping,d,135,NA,135,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2021Q3,Autumn,2021,Q3,p,S08000031,NA,G516H,NA,NA,z,Emergency Grouping,d,10,NA,10,NA,0,NA,0,NA,100,NA,137,West Glasgow,G12 0YN
2018Q1,Spring,2018,Q1,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,6,NA,6,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q1,Spring,2018,Q1,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,40,NA,40,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q1,Spring,2018,Q1,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,29,NA,29,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q2,Summer,2018,Q2,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q2,Summer,2018,Q2,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,270,NA,270,NA,3,NA,3,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q2,Summer,2018,Q2,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,12,NA,12,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,156,NA,156,NA,2,NA,2,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q3,Autumn,2018,Q3,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,19,NA,19,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2018Q4,Winter,2018,Q4,NA,S08000031,NA,C206H,NA,A8,NA,Endocrinology & Diabetes,NA,4,NA,4,NA,0,NA,0,NA,100,NA,111,Vale of Leven General Hospital,G83 0UA
2018Q4,Winter,2018,Q4,NA,S08000031,NA,C313H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2018Q4,Winter,2018,Q4,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,3,NA,3,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,289,NA,289,NA,3,NA,3,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2018Q4,Winter,2018,Q4,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,26,NA,26,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q1,Spring,2019,Q1,NA,S08000031,NA,C313H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2019Q1,Spring,2019,Q1,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q1,Spring,2019,Q1,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,39,NA,39,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q1,Spring,2019,Q1,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q2,Summer,2019,Q2,NA,S08000031,NA,C313H,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2019Q2,Summer,2019,Q2,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,5,NA,5,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q2,Summer,2019,Q2,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,121,NA,121,NA,1,NA,1,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q2,Summer,2019,Q2,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,26,NA,26,NA,0,NA,0,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,C313H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0,NA,0,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,16,NA,16,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q3,Autumn,2019,Q3,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,51,NA,51,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,C313H,NA,A8,NA,Endocrinology & Diabetes,NA,2,NA,2,NA,0,NA,0,NA,100,NA,112,Inverclyde Royal Hospital,PA16 0XN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,C418H,NA,A8,NA,Endocrinology & Diabetes,NA,56,NA,56,NA,1,NA,1,NA,100,NA,114,Royal Alexandra Hospital,PA2 9PN
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G107H,NA,A8,NA,Endocrinology & Diabetes,NA,21,NA,21,NA,0,NA,0,NA,100,NA,118,Glasgow Royal Infirmary,G4 0SF
2019Q4,Winter,2019,Q4,NA,S08000031,NA,G405H,NA,A8,NA,Endocrinology & Diabetes,NA,49,NA,49,NA,1,NA,1,NA,100,NA,130,Queen Elizabeth University Hospital,G51 4TF
